tokenID,name,description,file_name,external_url,attributes[Background],attributes[Base],attributes[Cloth],attributes[Face],attributes[Hair],attributes[Mouth],attributes[Tattoo],attributes[Facemask]
3015,ZENK 3015,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3015.png,,Ancient earth,Zen vessel,Void turtleneck,Neutral face 1,Top Knot Flow – Silver Ash,Clown 1,,
3016,ZENK 3016,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3016.png,,Ancient earth,Tan vessel ,Onyx tank,Focused Ocean eyes,Ronin Straw Hat,Evil Grin,,
3017,ZENK 3017,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3017.png,,Midnight black,Bronze vessel ,Stealth utility jacket,Focused,,Neutral 2,,
3018,ZENK 3018,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3018.png,,Zen rift,Tan vessel ,Amethyst tank,Glowing eyes,Messy Flow – Blonde,Neutral 3,,Obsidian Potara Earrings 
3019,ZENK 3019,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3019.png,,Forest zen,Earth vessel ,Rose suit,Neon eyes,Short Fringe – Lilac,Neutral,,Gold Cross Earrings 
3020,ZENK 3020,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3020.png,,Zen sand,Bronze vessel ,Sage Tee,Sharp eyes 4,Phantom sweep,Bear Mouth Mask,,
3021,ZENK 3021,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3021.png,,Zen sand,Earth vessel ,Basic Tee ,Closed eyes ,Spiked Shag – Golden Blonde,Fangs out,,
3022,ZENK 3022,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3022.png,,Temple sand,Tan vessel ,Rose suit,Forest eyes,Top Knot Flow – Midnight Black,Nosemask 1,,
3023,ZENK 3023,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3023.png,,Silent mist,Azure vessel ,Crimson street hoodie,Focused,Curly Fade – Brown,Tongue out,,
3024,ZENK 3024,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3024.png,,Abyss night ,Demon vessel,Amethyst tank,Determined eyes,Phantom sweep,Neutral 3,,
3025,ZENK 3025,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3025.png,,Temple sand,Tan vessel ,Stone turtleneck ,Glowing eyes,Messy Flow – ZENKAI Headband,Neutral,,
3026,ZENK 3026,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3026.png,,Zen sand,Bronze vessel ,Red turtleneck ,Neon eyes,Top Knot Flow – Silver Ash,Neutral 2,,
3027,ZENK 3027,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3027.png,,Midnight black,Tan vessel ,Forest tank,Red eyes,Curly Afro – Auburn,Neutral,,
3028,ZENK 3028,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3028.png,,Zen sand,Shadow vessel 2,Midnight Tee,Closed eyes ,Shadow cross Fringe ,Tongue out,,
3029,ZENK 3029,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3029.png,,Ancient earth,Zen vessel,Emerald suit ,Focused Ocean eyes,Messy Flow – Dark Brown,Smirk,,
